"","Species","Pop_ID","Pop_Name","CU_ID","lat","lon","FAZ","MAZ","JAZ","FWA_WATERSHED_CODE","Pop_UID"
"CU-21.3218","Sk","3218","SOWCHEA CREEK","CU-21",54.42671741,-124.4045295,"MFR","GStr","MFR+GStr","100-567134-179319-630270-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-21.3218"
"CU-21.45090","Sk","45090","STUART LAKE","CU-21",54.48027671,-124.4362723,"MFR","GStr","MFR+GStr","100-567134-179319-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-21.45090"
"CU-21.2457","Sk","2457","STUART RIVER","CU-21",53.98885075,-123.5409355,"MFR","GStr","MFR+GStr","100-567134-179319-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-21.2457"
"CU-21.45549","Sk","45549","TACHIE RIVER","CU-21",54.65782103,-124.7720688,"MFR","GStr","MFR+GStr","100-567134-179319-815989-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-21.45549"
"CU-21.45091","Sk","45091","TAKLA LAKE","CU-21",55.07007689,-125.5437833,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-21.45091"
"CU-18.45590","Sk","45590","15 MILE CREEK","CU-18",55.3315823,-125.7663664,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-601637-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45590"
"CU-18.45587","Sk","45587","25 MILE CREEK","CU-18",55.2677005,-125.7160347,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-541050-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45587"
"CU-18.45596","Sk","45596","ANKWILL CREEK","CU-18",55.65765912,-126.1917469,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-950785-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45596"
"CU-18.45553","Sk","45553","BAPTISTE CREEK","CU-18",54.89281444,-125.1827216,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-078692-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45553"
"CU-18.45597","Sk","45597","BATES CREEK","CU-18",55.70797199,-126.2384174,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-997351-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45597"
"CU-18.45574","Sk","45574","BIVOUAC CREEK","CU-18",55.0754856,-125.5692534,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-341598-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45574"
"CU-18.45600","Sk","45600","BLACKWATER CREEK/MFR","CU-18",55.72520515,-126.3064001,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-992397-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45600"
"CU-18.45589","Sk","45589","BLANCHETTE CREEK","CU-18",55.2760195,-125.7515479,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-554656-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45589"
"CU-18.45573","Sk","45573","CASIMIR CREEK","CU-18",55.08032792,-125.5546957,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-337200-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45573"
"CU-18.45604","Sk","45604","CONSOLIDATE CREEK","CU-18",55.84092391,-126.4663167,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-992397-376822-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45604"
"CU-18.45583","Sk","45583","CROW CREEK","CU-18",55.28446198,-125.9972287,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-448305-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45583"
"CU-18.45598","Sk","45598","DRIFTWOOD RIVER","CU-18",55.69931908,-126.2513263,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-992397-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45598"
"CU-18.45581","Sk","45581","DUST CREEK","CU-18",55.30973903,-126.0287321,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-447917-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45581"
"CU-18.45556","Sk","45556","FLEMING CREEK","CU-18",54.76947303,-125.4142366,"MFR","GStr","MFR+GStr","100-567134-179319-815989-795402-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45556"
"CU-18.45571","Sk","45571","FORFAR CREEK","CU-18",55.04305333,-125.4687001,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-282936-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45571"
"CU-18.45595","Sk","45595","FRENCH CREEK/MFR","CU-18",55.65880032,-126.1665642,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-947799-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45595"
"CU-18.45593","Sk","45593","FRYPAN CREEK","CU-18",55.52384062,-126.0723655,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-821367-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45593"
"CU-18.45572","Sk","45572","GLUSKE CREEK","CU-18",55.05665988,-125.5146776,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-309568-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45572"
"CU-18.45584","Sk","45584","HOOKER CREEK","CU-18",55.26905752,-125.9828827,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-448460-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45584"
"CU-18.45592","Sk","45592","HUDSON BAY CREEK","CU-18",55.48324597,-125.9817186,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-767804-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45592"
"CU-18.45605","Sk","45605","KASTBERG CREEK","CU-18",55.92500814,-126.5821332,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-992397-529064-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45605"
"CU-18.45559","Sk","45559","KAZCHEK CREEK","CU-18",54.88523164,-125.1694657,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-067591-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45559"
"CU-18.45603","Sk","45603","KOTSINE RIVER","CU-18",55.8190223,-126.4347566,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-992397-316363-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45603"
"CU-18.45575","Sk","45575","LEO CREEK","CU-18",55.08709828,-125.5833288,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-352419-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45575"
"CU-18.45601","Sk","45601","LION CREEK","CU-18",55.76864022,-126.354046,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-992397-189561-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45601"
"CU-18.45594","Sk","45594","LOVELL CREEK","CU-18",55.54371679,-126.0887521,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-840028-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45594"
"CU-18.45591","Sk","45591","MACLAING CREEK","CU-18",55.45948881,-125.9382912,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-736802-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45591"
"CU-18.45579","Sk","45579","MCDOUGALL CREEK","CU-18",55.22998211,-126.0030197,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-447529-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45579"
"CU-18.45551","Sk","45551","MIDDLE RIVER-ROSSETTE BAR","CU-18",54.88930596,-125.1771783,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45551"
"CU-18.45586","Sk","45586","NARROWS CREEK","CU-18",55.16976812,-125.7188882,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-457753-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45586"
"CU-18.45570","Sk","45570","O'NE-ELL CREEK","CU-18",55.00414311,-125.393885,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-228132-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45570"
"CU-18.45557","Sk","45557","PAULA CREEK","CU-18",54.782155,-125.3869792,"MFR","GStr","MFR+GStr","100-567134-179319-815989-780459-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45557"
"CU-18.45585","Sk","45585","POINT CREEK","CU-18",55.23145726,-125.9724082,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-448538-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45585"
"CU-18.45602","Sk","45602","PORTER CREEK/MFR","CU-18",55.77933335,-126.3802611,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-992397-222656-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45602"
"CU-18.45577","Sk","45577","SAKENICHE RIVER","CU-18",55.15260373,-125.7709187,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-446288-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45577"
"CU-18.45576","Sk","45576","SANDPOINT CREEK","CU-18",55.12935613,-125.6678488,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-406879-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45576"
"CU-18.45588","Sk","45588","SHALE CREEK/MFR","CU-18",55.27698847,-125.7255299,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-548566-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45588"
"CU-18.45558","Sk","45558","SIDNEY CREEK/MFR","CU-18",54.78687364,-125.3678254,"MFR","GStr","MFR+GStr","100-567134-179319-815989-772841-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45558"
"CU-18.45580","Sk","45580","SINTA CREEK","CU-18",55.30228612,-126.0303025,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-447878-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45580"
"CU-18.3089","Sk","3089","TAKLA LAKE - UNNAMED CREEK (NORTH OF BLANCHETTE)","CU-18",55.2827171,-125.7671317,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-563674-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.3089"
"CU-18.7003","Sk","7003","TAKLA-LAKE SHORE","CU-18",55.07007689,-125.5437833,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.7003"
"CU-18.45078","Sk","45078","TILDESLEY CREEK","CU-18",54.76847861,-125.496244,"MFR","GStr","MFR+GStr","100-567134-179319-815989-795402-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45078"
"CU-18.45076","Sk","45076","TLITI CREEK","CU-18",55.38840721,-125.8313161,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-656620-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45076"
"CU-18.45569","Sk","45569","VAN DECAR CREEK","CU-18",54.96806172,-125.3409924,"MFR","GStr","MFR+GStr","100-567134-179319-815989-532920-184512-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-18.45569"
"CU-15.46863","Sk","46863","ELKIN CREEK","CU-15",51.68588715,-123.7224791,"MFR","GStr","MFR+GStr","100-342455-328500-134035-287985-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-15.46863"
"CU-15.7744","Sk","7744","LASTMAN CREEK","CU-15",51.33549044,-123.6284356,"MFR","GStr","MFR+GStr","100-342455-328500-134035-639745-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-15.7744"
"CU-15.61044","Sk","61044","ROLAND CREEK/MFR","CU-15",51.20057469,-123.5940506,"MFR","GStr","MFR+GStr","100-342455-328500-134035-736805-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-15.61044"
"CU-15.46853","Sk","46853","TASEKO LAKE","CU-15",51.34893023,-123.619087,"MFR","GStr","MFR+GStr","100-342455-328500-134035-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-15.46853"
"CU-15.2515","Sk","2515","TASEKO RIVER","CU-15",52.00672961,-123.6769982,"MFR","GStr","MFR+GStr","100-342455-328500-134035-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-15.2515"
"CU-15.7630","Sk","7630","YOHETTA CREEK","CU-15",51.22050453,-123.6383393,"MFR","GStr","MFR+GStr","100-342455-328500-134035-732951-111430-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-15.7630"
"CU-15.7631","Sk","7631","YOHETTA CREEK-UPPER","CU-15",51.24844467,-123.6837508,"MFR","GStr","MFR+GStr","100-342455-328500-134035-732951-111430-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-15.7631"
"CU-10.47181","Sk","47181","PORTAGE CREEK","CU-10",50.70803014,-122.2700586,"MFR","GStr","MFR+GStr","100-233886-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-10.47181"
"CU-03.69049","Sk","69049","GLACIER CREEK/MFR","CU-03",53.88108319,-127.0272751,"MFR","GStr","MFR+GStr","100-567134-374775-948201-997745-737291-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-03.69049"
"CU-03.3093","Sk","3093","NADINA RIVER","CU-03",53.97855095,-126.5030467,"MFR","GStr","MFR+GStr","100-567134-374775-948201-997745-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-03.3093"
"CU-03.45525","Sk","45525","NADINA RIVER","CU-03",53.97855095,-126.5030467,"MFR","GStr","MFR+GStr","100-567134-374775-948201-997745-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-03.45525"
"CU-03.69015","Sk","69015","NADINA RIVER-UPPER","CU-03",53.9085599,-127.1053131,"MFR","GStr","MFR+GStr","100-567134-374775-948201-997745-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-03.69015"
"CU-01.47449","Sk","47449","ANTLER CREEK/UFR","CU-01",53.25874914,-121.4120166,"UFR","GStr","UFR+GStr","100-654493-746761-070913-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-01.47449"
"CU-01.47419","Sk","47419","BOWRON RIVER","CU-01",54.05689106,-121.8230933,"UFR","GStr","UFR+GStr","100-654493-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-01.47419"
"CU-01.69025","Sk","69025","BOWRON RIVER-UPPER","CU-01",53.2171704,-121.3242697,"UFR","GStr","UFR+GStr","100-654493-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-01.69025"
"CU-01.3219","Sk","3219","HUCKEY CREEK","CU-01",53.16615595,-121.2191086,"UFR","GStr","UFR+GStr","100-654493-870826-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-01.3219"
"CU-01.69023","Sk","69023","KIBBEE CREEK","CU-01",53.25423414,-121.3886491,"UFR","GStr","UFR+GStr","100-654493-774344-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-01.69023"
"CU-20.46238","Sk","46238","ADAMS RIVER","CU-20",50.89386286,-119.5505675,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.46238"
"CU-20.45082","Sk","45082","ADAMS RIVER SPAWNING CHANNEL","CU-20",51.02684994,-119.6500286,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-091573-667993-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.45082"
"CU-20.46348","Sk","46348","ANSTEY RIVER","CU-20",51.13123921,-118.8994306,"STh","GStr","STh+GStr","100-190442-999098-995997-520730-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.46348"
"CU-20.7632","Sk","7632","BLUEBERRY CREEK","CU-20",51.19719511,-119.0184758,"STh","GStr","STh+GStr","100-190442-999098-995997-492682-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.7632"
"CU-20.46319","Sk","46319","CELISTA CREEK","CU-20",51.19733738,-119.0048077,"STh","GStr","STh+GStr","100-190442-999098-995997-492708-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.46319"
"CU-20.3437","Sk","3437","CRAIGELLACHIE CREEK","CU-20",50.97363983,-118.7249977,"STh","GStr","STh+GStr","100-190442-999098-995997-725308-513855-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.3437"
"CU-20.810","Sk","810","CRAZY CREEK/STh","CU-20",50.99115159,-118.6470889,"STh","GStr","STh+GStr","100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.810"
"CU-20.46358","Sk","46358","EAGLE RIVER","CU-20",50.84336958,-119.0109085,"STh","GStr","STh+GStr","100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.46358"
"CU-20.7636","Sk","7636","FOUR MILE CREEK/STh","CU-20",51.08502187,-118.8958446,"STh","GStr","STh+GStr","100-190442-999098-995997-520959-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.7636"
"CU-20.44983","Sk","44983","HIUIHILL CREEK","CU-20",50.92252401,-119.6338982,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-043375-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.44983"
"CU-20.46338","Sk","46338","HUNAKWA CREEK","CU-20",51.13383191,-118.9175881,"STh","GStr","STh+GStr","100-190442-999098-995997-520714-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.46338"
"CU-20.45085","Sk","45085","LOFTUS CREEK","CU-20",50.93048131,-118.8020418,"STh","GStr","STh+GStr","100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.45085"
"CU-20.45014","Sk","45014","MCNOMEE CREEK","CU-20",51.26468696,-118.9454165,"STh","GStr","STh+GStr","100-190442-999098-995997-492860-064395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.45014"
"CU-20.45008","Sk","45008","NIKWIKWAIA CREEK","CU-20",50.938893,-119.6551932,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-057838-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.45008"
"CU-20.46298","Sk","46298","ONYX CREEK","CU-20",50.95367081,-119.2828115,"STh","GStr","STh+GStr","100-190442-999098-995997-296515-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.46298"
"CU-20.45026","Sk","45026","PERRY RIVER/STh","CU-20",50.99447159,-118.6881933,"STh","GStr","STh+GStr","100-190442-999098-995997-725308-568657-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.45026"
"CU-20.46399","Sk","46399","SALMON RIVER/STh","CU-20",50.69681861,-119.3112952,"STh","GStr","STh+GStr","100-190442-999098-995997-999017-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.46399"
"CU-20.46288","Sk","46288","SCOTCH CREEK","CU-20",50.90709332,-119.4921574,"STh","GStr","STh+GStr","100-190442-999098-995997-088471-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.46288"
"CU-20.46328","Sk","46328","SEYMOUR RIVER/STh","CU-20",51.23862931,-118.9593268,"STh","GStr","STh+GStr","100-190442-999098-995997-492860-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.46328"
"CU-20.46439","Sk","46439","SHUSWAP RIVER-MIDDLE","CU-20",50.43116687,-118.7500343,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.46439"
"CU-20.46258","Sk","46258","SINMAX CREEK","CU-20",51.07678213,-119.7869024,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-140766-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.46258"
"CU-20.7633","Sk","7633","UNNAMED CREEK","CU-20",51.17526377,-119.0258458,"STh","GStr","STh+GStr","100-190442-999098-995997-492638-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.7633"
"CU-20.7634","Sk","7634","UNNAMED CREEK-LAKE SHORE","CU-20",51.17326737,-119.0253434,"STh","GStr","STh+GStr","100-190442-999098-995997-492638-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.7634"
"CU-20.45024","Sk","45024","YARD CREEK","CU-20",50.90768072,-118.8213384,"STh","GStr","STh+GStr","100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-20.45024"
"CU-23.45089","Sk","45089","ADAMS LAKE","CU-23",51.07154768,-119.7282505,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-143155-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.45089"
"CU-23.69053","Sk","69053","ADAMS LAKE","CU-23",51.07154768,-119.7282505,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-143155-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.69053"
"CU-23.3408","Sk","3408","ADAMS LAKE-E-LAKE SHORE","CU-23",51.19017205,-119.5429364,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-236998-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3408"
"CU-23.3409","Sk","3409","ADAMS LAKE-N-LAKE SHORE","CU-23",51.40448655,-119.4391574,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3409"
"CU-23.3410","Sk","3410","ADAMS LAKE-S-LAKE SHORE","CU-23",50.96705266,-119.7006229,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-083050-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3410"
"CU-23.46239","Sk","46239","ADAMS RIVER","CU-23",50.89386286,-119.5505675,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46239"
"CU-23.3393","Sk","3393","ADAMS RIVER MOUTH-LAKE SHORE","CU-23",50.89452793,-119.549924,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3393"
"CU-23.45083","Sk","45083","ADAMS RIVER SPAWNING CHANNEL","CU-23",51.02684994,-119.6500286,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-091573-667993-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.45083"
"CU-23.46249","Sk","46249","ADAMS RIVER-UPPER","CU-23",51.41089723,-119.45611,"STh","GStr","STh+GStr","100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46249"
"CU-23.46349","Sk","46349","ANSTEY RIVER","CU-23",51.13123921,-118.8994306,"STh","GStr","STh+GStr","100-190442-999098-995997-520730-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.46349"
"CU-23.3439","Sk","3439","ANSTEY RIVER-LAKE SHORE","CU-23",51.1292683,-118.9053189,"STh","GStr","STh+GStr","100-190442-999098-995997-520730-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.3439"
"CU-23.431","Sk","431","BESSETTE CREEK","CU-23",50.3065408,-118.8231096,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-543292-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.431"
"CU-23.7635","Sk","7635","BESSETTE CREEK","CU-23",50.3065408,-118.8231096,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-543292-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.7635"
"CU-23.7643","Sk","7643","BLURTON CREEK","CU-23",50.68893864,-119.0527944,"STh","GStr","STh+GStr","100-190442-999098-995997-730848-094096-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-23.7643"
